timestamp,open,high,low,close,volume
1725926400000,0.3434,0.3457,0.3374,0.3431,51064979.8
1726012800000,0.3431,0.3573,0.33,0.3532,76745712.0
1726099200000,0.3532,0.3617,0.352,0.3564,83045574.5
1726185600000,0.3563,0.365,0.3503,0.3606,61642001.2
1726272000000,0.3606,0.3617,0.351,0.3539,40948020.2
1726358400000,0.354,0.3563,0.3341,0.3385,67858002.3
1726444800000,0.3386,0.3386,0.3264,0.3303,66210102.2
1726531200000,0.3302,0.3431,0.3284,0.3338,58973434.3
1726617600000,0.3337,0.3443,0.3272,0.3441,70247471.4
1726704000000,0.3442,0.3564,0.3442,0.351,88788525.3
1726790400000,0.351,0.3613,0.3488,0.3522,63999487.4
1726876800000,0.3522,0.36,0.3505,0.3584,40999174.4
1726963200000,0.3584,0.3594,0.3427,0.3517,53113544.0
1727049600000,0.3516,0.3658,0.3453,0.3637,80568015.7
1727136000000,0.3636,0.3916,0.3584,0.3878,111968849.8
1727222400000,0.3878,0.394,0.3788,0.3809,80684494.9
1727308800000,0.3809,0.404,0.3779,0.4014,95788917.1
1727395200000,0.4015,0.4158,0.3993,0.4017,86996776.4
1727481600000,0.4017,0.4059,0.3922,0.4006,55901976.6
1727568000000,0.4006,0.4042,0.3926,0.3975,42444987.1
1727654400000,0.3976,0.3977,0.3707,0.3733,80942545.4
1727740800000,0.3733,0.386,0.3424,0.352,137861330.3
1727827200000,0.352,0.363,0.3355,0.3432,107703672.0
1727913600000,0.3432,0.3496,0.3318,0.3453,79813638.7
1728000000000,0.3452,0.3561,0.3429,0.3517,61770930.4
1728086400000,0.3517,0.3558,0.3454,0.351,39356208.5
1728172800000,0.351,0.3585,0.3479,0.3575,37440683.0
1728259200000,0.3574,0.3685,0.3502,0.3512,75937962.2
1728345600000,0.3512,0.357,0.3408,0.3448,54948911.4
1728432000000,0.3447,0.348,0.3338,0.3396,69541560.1
1728518400000,0.3395,0.3418,0.3315,0.3396,51099496.5
1728604800000,0.3396,0.355,0.3382,0.3517,49113139.9
1728691200000,0.3517,0.3568,0.3509,0.3532,33454950.9
1728777600000,0.3532,0.3596,0.3443,0.3486,50520578.7
1728864000000,0.3485,0.3656,0.3422,0.3643,90929339.3
1728950400000,0.3644,0.3711,0.3475,0.3591,133653350.7
1729036800000,0.3592,0.3611,0.3509,0.3521,72607298.7
1729123200000,0.3522,0.3551,0.3393,0.3432,110730558.5
1729209600000,0.3432,0.353,0.3426,0.3507,56351424.9
1729296000000,0.3507,0.357,0.3492,0.3513,41140586.4
1729382400000,0.3513,0.3658,0.3482,0.3649,58891202.7
1729468800000,0.3649,0.3729,0.3531,0.3609,97553069.7
1729555200000,0.3609,0.3681,0.355,0.3645,91803259.8
1729641600000,0.3645,0.3692,0.3423,0.3497,96931163.7
1729728000000,0.3497,0.3551,0.3396,0.3465,94252442.0
1729814400000,0.3465,0.3472,0.3141,0.3261,158570967.8
1729900800000,0.326,0.335,0.3206,0.3337,84287990.4
1729987200000,0.3338,0.3424,0.3309,0.3399,37089150.4
1730073600000,0.3398,0.348,0.3303,0.3437,89286920.0
1730160000000,0.3438,0.357,0.3428,0.3561,93763509.9
1730246400000,0.3562,0.364,0.3507,0.355,94701157.4
1730332800000,0.3551,0.3613,0.3402,0.3418,91529863.7
1730419200000,0.3417,0.362,0.3341,0.3575,130382524.7
1730505600000,0.3575,0.3639,0.3453,0.3482,79245372.9
1730592000000,0.3482,0.3482,0.3275,0.3341,103816230.4
1730678400000,0.334,0.3368,0.3201,0.3263,88647140.4
1730764800000,0.3263,0.3382,0.326,0.3336,80194966.4
1730851200000,0.3336,0.3659,0.3335,0.363,210331494.8
1730937600000,0.3631,0.4068,0.3613,0.4065,213370214.5
1731024000000,0.4066,0.4587,0.4038,0.4447,478265867.0
1731110400000,0.4447,0.4986,0.4272,0.4967,225441944.3
1731196800000,0.4968,0.6599,0.488,0.5901,1158588378.1
1731283200000,0.5903,0.6248,0.5575,0.6132,596396671.8
1731369600000,0.6131,0.6541,0.555,0.5709,695933476.4
1731456000000,0.5709,0.6098,0.5192,0.5783,603213656.1
1731542400000,0.5783,0.6,0.5417,0.5792,351116093.6
1731628800000,0.579,0.7075,0.5747,0.7071,883876827.2
1731715200000,0.7071,0.8193,0.7026,0.7416,1131924924.1
1731801600000,0.7416,0.7798,0.6893,0.7026,474262736.4
1731888000000,0.7026,0.7839,0.7002,0.7325,442341128.2
1731974400000,0.7324,0.765,0.72,0.7387,297007303.0
1732060800000,0.7386,0.8484,0.7384,0.8003,729698432.0
1732147200000,0.8003,0.8239,0.7655,0.8218,486701467.7
1732233600000,0.8219,1.044,0.8123,1.0175,1031366149.7
1732320000000,1.0175,1.1542,1.0157,1.0658,919763706.7
1732406400000,1.0659,1.0978,0.9364,1.0226,581357178.0
1732492800000,1.0228,1.0778,0.9294,0.9435,504171181.2
1732579200000,0.9435,0.9899,0.8743,0.9603,479192975.7
1732665600000,0.9602,1.0419,0.9312,1.0116,383499059.9
1732752000000,1.0114,1.0491,0.9693,1.0321,254849669.5
1732838400000,1.0321,1.0996,1.0274,1.0755,351237724.5
1732924800000,1.0754,1.1498,1.0498,1.079,369560299.2
1733011200000,1.079,1.1633,1.0375,1.1496,372853685.8
1733097600000,1.1497,1.2424,1.0567,1.2022,866951754.4
1733184000000,1.2022,1.3264,1.1401,1.1914,802151381.2
1733270400000,1.1915,1.2417,1.1403,1.1871,383350912.1
